domain_distinct_count,kingdom_distinct_count,subkingdom_distinct_count,phylum_distinct_count,subphylum_distinct_count,class_distinct_count,subclass_distinct_count,order_distinct_count,suborder_distinct_count,family_distinct_count,genus_distinct_count
1,23,58,123,213,376,674,907,1107,1187,
